ID,Type,Amount,Date,Detail,Unit
241,expense,260.0,2019-02-25,property mgmt fee,2
104,payment,2600.0,2019-03-19,rent,2
242,expense,260.0,2019-03-25,property mgmt fee,2
243,expense,260.0,2019-04-11,cleaning fee,2
105,payment,2600.0,2019-04-19,rent,2
244,expense,260.0,2019-04-20,cleaning fee,2
245,expense,260.0,2019-04-25,property mgmt fee,2
106,payment,2600.0,2019-05-19,rent,2
246,expense,260.0,2019-05-25,property mgmt fee,2
107,payment,2600.0,2019-06-19,rent,2
247,expense,260.0,2019-06-25,property mgmt fee,2
248,expense,260.0,2019-07-08,regular maintenance,2
108,payment,2600.0,2019-07-19,rent,2
249,expense,260.0,2019-07-25,cleaning fee,2
250,expense,260.0,2019-07-25,property mgmt fee,2
251,expense,260.0,2019-07-30,cleaning fee,2
109,payment,2600.0,2019-08-19,rent,2
252,expense,260.0,2019-08-25,property mgmt fee,2
110,payment,2600.0,2019-09-19,rent,2
253,expense,260.0,2019-09-25,property mgmt fee,2
111,payment,2600.0,2019-10-19,rent,2
254,expense,260.0,2019-10-25,property mgmt fee,2
112,payment,2600.0,2019-11-19,rent,2
255,expense,260.0,2019-11-25,property mgmt fee,2
113,payment,2600.0,2019-12-19,rent,2
256,expense,260.0,2019-12-25,property mgmt fee,2
114,payment,2600.0,2020-01-19,rent,2
257,expense,260.0,2020-01-25,property mgmt fee,2
258,expense,260.0,2020-01-28,home improvements,2
115,payment,2600.0,2020-02-19,rent,2
259,expense,260.0,2020-02-25,property mgmt fee,2
116,payment,2600.0,2020-03-19,rent,2
260,expense,260.0,2020-03-25,property mgmt fee,2
261,expense,260.0,2020-03-28,repairs,2
262,expense,260.0,2020-04-10,home improvements,2
117,payment,2600.0,2020-04-19,rent,2
263,expense,260.0,2020-04-25,property mgmt fee,2
264,expense,260.0,2020-05-03,regular maintenance,2
118,payment,2600.0,2020-05-19,rent,2
265,expense,260.0,2020-05-25,property mgmt fee,2
119,payment,2600.0,2020-06-19,rent,2
266,expense,260.0,2020-06-25,property mgmt fee,2
267,expense,260.0,2020-06-29,cleaning fee,2
120,payment,2600.0,2020-07-19,rent,2
269,expense,260.0,2020-07-25,property mgmt fee,2
268,expense,260.0,2020-07-28,cleaning fee,2
121,payment,2600.0,2020-08-19,rent,2
270,expense,260.0,2020-08-25,property mgmt fee,2
271,expense,260.0,2020-09-02,regular maintenance,2
122,payment,2600.0,2020-09-19,rent,2
272,expense,260.0,2020-09-25,property mgmt fee,2
123,payment,2600.0,2020-10-19,rent,2
273,expense,260.0,2020-10-25,property mgmt fee,2
274,expense,260.0,2020-11-25,property mgmt fee,2
275,expense,260.0,2020-12-25,property mgmt fee,2
124,payment,2600.0,2020-12-26,security deposit,2
125,payment,2600.0,2020-12-26,rent,2
276,expense,260.0,2021-01-07,cleaning fee,2
277,expense,260.0,2021-01-09,home improvements,2
278,expense,260.0,2021-01-25,property mgmt fee,2
126,payment,2600.0,2021-01-26,rent,2
279,expense,260.0,2021-02-25,property mgmt fee,2
127,payment,2600.0,2021-02-26,rent,2
280,expense,260.0,2021-03-25,property mgmt fee,2
128,payment,2600.0,2021-03-26,rent,2
281,expense,260.0,2021-04-19,home improvements,2
283,expense,260.0,2021-04-25,property mgmt fee,2
129,payment,2600.0,2021-04-26,rent,2
282,expense,260.0,2021-04-26,regular maintenance,2
284,expense,260.0,2021-05-25,property mgmt fee,2
130,payment,2600.0,2021-05-26,rent,2
285,expense,260.0,2021-06-10,home improvements,2
286,expense,260.0,2021-06-25,property mgmt fee,2
131,payment,2600.0,2021-06-26,rent,2
287,expense,260.0,2021-07-13,home improvements,2
289,expense,260.0,2021-07-25,property mgmt fee,2
132,payment,2600.0,2021-07-26,rent,2
288,expense,260.0,2021-08-04,cleaning fee,2
290,expense,260.0,2021-08-25,property mgmt fee,2
133,payment,2600.0,2021-08-26,rent,2
291,expense,260.0,2021-09-25,property mgmt fee,2
134,payment,2600.0,2021-09-26,rent,2
292,expense,260.0,2021-10-25,property mgmt fee,2
135,payment,2600.0,2021-10-26,rent,2
293,expense,260.0,2021-11-25,property mgmt fee,2
136,payment,2600.0,2021-11-26,rent,2
294,expense,260.0,2021-12-25,property mgmt fee,2
137,payment,2600.0,2021-12-26,rent,2
295,expense,260.0,2022-01-25,property mgmt fee,2
138,payment,2600.0,2022-01-26,rent,2
296,expense,260.0,2022-02-25,property mgmt fee,2
139,payment,2600.0,2022-02-26,rent,2
297,expense,260.0,2022-03-09,home improvements,2
298,expense,260.0,2022-03-25,property mgmt fee,2
140,payment,2600.0,2022-03-26,rent,2
299,expense,260.0,2022-04-25,property mgmt fee,2
141,payment,2600.0,2022-04-26,rent,2
300,expense,260.0,2022-05-25,property mgmt fee,2
142,payment,2600.0,2022-05-26,rent,2
301,expense,260.0,2022-06-25,property mgmt fee,2
143,payment,2600.0,2022-06-26,rent,2
302,expense,260.0,2022-07-25,property mgmt fee,2
144,payment,2600.0,2022-07-26,rent,2
303,expense,260.0,2022-07-26,cleaning fee,2
304,expense,260.0,2022-08-19,home improvements,2
305,expense,260.0,2022-08-25,property mgmt fee,2
145,payment,2600.0,2022-08-26,rent,2
306,expense,260.0,2022-09-25,property mgmt fee,2
146,payment,2600.0,2022-09-26,rent,2
307,expense,260.0,2022-10-25,property mgmt fee,2
147,payment,2600.0,2022-10-26,rent,2
308,expense,260.0,2022-11-25,property mgmt fee,2
148,payment,2600.0,2022-11-26,rent,2
309,expense,260.0,2022-12-25,property mgmt fee,2
149,payment,2600.0,2022-12-26,rent,2
310,expense,260.0,2023-01-25,property mgmt fee,2
150,payment,2600.0,2023-01-26,rent,2
311,expense,260.0,2023-01-29,cleaning fee,2
312,expense,260.0,2023-02-25,property mgmt fee,2
151,payment,2600.0,2023-02-26,rent,2
313,expense,260.0,2023-03-25,property mgmt fee,2
152,payment,2600.0,2023-03-26,rent,2
314,expense,260.0,2023-03-27,home improvements,2
315,expense,260.0,2023-04-25,property mgmt fee,2
153,payment,2600.0,2023-05-04,security deposit,2
154,payment,2600.0,2023-05-04,rent,2
316,expense,260.0,2023-05-21,regular maintenance,2
318,expense,260.0,2023-05-25,property mgmt fee,2
317,expense,260.0,2023-05-29,cleaning fee,2
155,payment,2600.0,2023-06-04,rent,2
319,expense,260.0,2023-06-25,property mgmt fee,2
156,payment,2600.0,2023-07-04,rent,2
320,expense,260.0,2023-07-25,property mgmt fee,2
157,payment,2600.0,2023-08-04,rent,2
321,expense,260.0,2023-08-25,property mgmt fee,2
158,payment,2600.0,2023-09-04,rent,2
322,expense,260.0,2023-09-25,property mgmt fee,2
159,payment,2600.0,2023-10-04,rent,2
323,expense,260.0,2023-10-25,property mgmt fee,2
160,payment,2600.0,2023-11-04,rent,2
324,expense,260.0,2023-11-25,property mgmt fee,2
161,payment,2600.0,2023-12-04,rent,2
325,expense,260.0,2023-12-11,repairs,2
326,expense,260.0,2023-12-25,property mgmt fee,2
162,payment,2600.0,2024-01-04,rent,2
327,expense,260.0,2024-01-25,property mgmt fee,2
163,payment,2600.0,2024-02-04,rent,2
328,expense,260.0,2024-02-09,regular maintenance,2
330,expense,260.0,2024-02-25,property mgmt fee,2
329,expense,260.0,2024-03-01,cleaning fee,2
164,payment,2600.0,2024-03-04,rent,2
331,expense,260.0,2024-03-17,repairs,2
332,expense,260.0,2024-03-25,property mgmt fee,2
165,payment,2600.0,2024-04-04,rent,2
333,expense,260.0,2024-04-25,property mgmt fee,2
166,payment,2600.0,2024-05-04,rent,2
334,expense,260.0,2024-05-25,property mgmt fee,2
167,payment,2600.0,2024-06-04,rent,2
335,expense,260.0,2024-06-25,property mgmt fee,2
168,payment,2600.0,2024-07-04,rent,2
336,expense,260.0,2024-07-25,property mgmt fee,2
169,payment,2600.0,2024-08-04,rent,2
337,expense,260.0,2024-08-20,repairs,2
338,expense,260.0,2024-08-25,property mgmt fee,2
339,expense,260.0,2024-08-29,home improvements,2
170,payment,2600.0,2024-09-04,rent,2
340,expense,260.0,2024-09-25,property mgmt fee,2
341,expense,260.0,2024-10-01,home improvements,2
171,payment,2600.0,2024-10-04,rent,2
342,expense,260.0,2024-10-25,property mgmt fee,2
172,payment,2600.0,2024-11-04,rent,2
343,expense,260.0,2024-11-17,regular maintenance,2
344,expense,260.0,2024-11-25,property mgmt fee,2
173,payment,2600.0,2024-12-04,rent,2
