ID,Type,Amount,Date,Detail,Unit
491,expense,200.0,2023-08-25,property mgmt fee,3
258,payment,2000.0,2023-08-27,rent,3
492,expense,200.0,2023-09-25,property mgmt fee,3
259,payment,2000.0,2023-09-27,rent,3
493,expense,200.0,2023-10-01,home improvements,3
494,expense,200.0,2023-10-25,property mgmt fee,3
260,payment,2000.0,2023-10-27,rent,3
495,expense,200.0,2023-11-25,property mgmt fee,3
261,payment,2000.0,2023-11-27,rent,3
496,expense,200.0,2023-11-30,repairs,3
497,expense,200.0,2023-12-25,property mgmt fee,3
262,payment,2000.0,2023-12-27,rent,3
498,expense,200.0,2024-01-25,property mgmt fee,3
263,payment,2000.0,2024-01-27,rent,3
499,expense,200.0,2024-02-04,regular maintenance,3
500,expense,200.0,2024-02-25,property mgmt fee,3
264,payment,2000.0,2024-02-27,rent,3
501,expense,200.0,2024-03-21,cleaning fee,3
502,expense,200.0,2024-03-25,property mgmt fee,3
265,payment,2000.0,2024-03-27,rent,3
503,expense,200.0,2024-04-25,property mgmt fee,3
266,payment,2000.0,2024-04-27,rent,3
504,expense,200.0,2024-05-25,property mgmt fee,3
267,payment,2000.0,2024-05-27,rent,3
505,expense,200.0,2024-06-25,property mgmt fee,3
268,payment,2000.0,2024-06-27,rent,3
506,expense,200.0,2024-06-27,home improvements,3
507,expense,200.0,2024-07-25,property mgmt fee,3
508,expense,200.0,2024-08-03,regular maintenance,3
509,expense,200.0,2024-08-10,cleaning fee,3
269,payment,2000.0,2024-08-20,security deposit,3
270,payment,2000.0,2024-08-20,rent,3
510,expense,200.0,2024-08-25,property mgmt fee,3
271,payment,2000.0,2024-09-20,rent,3
511,expense,200.0,2024-09-25,property mgmt fee,3
512,expense,200.0,2024-10-07,cleaning fee,3
272,payment,2000.0,2024-10-20,rent,3
514,expense,200.0,2024-10-25,property mgmt fee,3
513,expense,200.0,2024-10-26,repairs,3
273,payment,2000.0,2024-11-20,rent,3
515,expense,200.0,2024-11-25,property mgmt fee,3
274,payment,2000.0,2024-12-20,rent,3
844,expense,50.0,2024-12-23,repair,3
