ID,Type,Amount,Date,Detail,Unit
740,expense,180.0,2021-08-20,property mgmt fee,3
305,payment,1800.0,2021-08-23,rent,3
738,expense,180.0,2021-08-26,regular maintenance,3
741,expense,2008.0,2021-09-20,mortgage,3
742,expense,180.0,2021-09-20,property mgmt fee,3
306,payment,1800.0,2021-09-23,rent,3
743,expense,2008.0,2021-10-20,mortgage,3
744,expense,180.0,2021-10-20,property mgmt fee,3
307,payment,1800.0,2021-10-23,rent,3
745,expense,180.0,2021-11-03,regular maintenance,3
746,expense,2008.0,2021-11-20,mortgage,3
747,expense,180.0,2021-11-20,property mgmt fee,3
748,expense,180.0,2021-11-28,repairs,3
308,payment,1800.0,2021-12-09,security deposit,3
309,payment,1800.0,2021-12-09,rent,3
749,expense,2008.0,2021-12-20,mortgage,3
750,expense,180.0,2021-12-20,property mgmt fee,3
310,payment,1800.0,2022-01-09,rent,3
751,expense,2008.0,2022-01-20,mortgage,3
752,expense,180.0,2022-01-20,property mgmt fee,3
311,payment,1800.0,2022-02-09,rent,3
753,expense,2008.0,2022-02-20,mortgage,3
754,expense,180.0,2022-02-20,property mgmt fee,3
312,payment,1800.0,2022-03-09,rent,3
755,expense,2008.0,2022-03-20,mortgage,3
756,expense,180.0,2022-03-20,property mgmt fee,3
313,payment,1800.0,2022-04-09,rent,3
757,expense,2008.0,2022-04-20,mortgage,3
758,expense,180.0,2022-04-20,property mgmt fee,3
314,payment,1800.0,2022-05-09,rent,3
759,expense,2008.0,2022-05-20,mortgage,3
760,expense,180.0,2022-05-20,property mgmt fee,3
315,payment,1800.0,2022-06-09,rent,3
761,expense,2008.0,2022-06-20,mortgage,3
762,expense,180.0,2022-06-20,property mgmt fee,3
316,payment,1800.0,2022-07-09,rent,3
763,expense,2008.0,2022-07-20,mortgage,3
764,expense,180.0,2022-07-20,property mgmt fee,3
317,payment,1800.0,2022-08-09,rent,3
765,expense,2008.0,2022-08-20,mortgage,3
766,expense,180.0,2022-08-20,property mgmt fee,3
318,payment,1800.0,2022-09-09,rent,3
767,expense,180.0,2022-09-17,repairs,3
768,expense,2008.0,2022-09-20,mortgage,3
769,expense,180.0,2022-09-20,property mgmt fee,3
770,expense,180.0,2022-09-27,home improvements,3
319,payment,1800.0,2022-10-09,rent,3
771,expense,2008.0,2022-10-20,mortgage,3
772,expense,180.0,2022-10-20,property mgmt fee,3
773,expense,180.0,2022-10-27,cleaning fee,3
320,payment,1800.0,2022-11-09,rent,3
774,expense,2008.0,2022-11-20,mortgage,3
775,expense,180.0,2022-11-20,property mgmt fee,3
776,expense,180.0,2022-11-28,repairs,3
321,payment,1800.0,2022-12-09,rent,3
777,expense,180.0,2022-12-18,home improvements,3
778,expense,2008.0,2022-12-20,mortgage,3
779,expense,180.0,2022-12-20,property mgmt fee,3
322,payment,1800.0,2023-01-09,rent,3
780,expense,2008.0,2023-01-20,mortgage,3
781,expense,180.0,2023-01-20,property mgmt fee,3
323,payment,1800.0,2023-02-09,rent,3
782,expense,2008.0,2023-02-20,mortgage,3
783,expense,180.0,2023-02-20,property mgmt fee,3
324,payment,1800.0,2023-03-09,rent,3
784,expense,2008.0,2023-03-20,mortgage,3
785,expense,180.0,2023-03-20,property mgmt fee,3
325,payment,1800.0,2023-04-09,rent,3
786,expense,2008.0,2023-04-20,mortgage,3
787,expense,180.0,2023-04-20,property mgmt fee,3
326,payment,1800.0,2023-05-09,rent,3
788,expense,2008.0,2023-05-20,mortgage,3
789,expense,180.0,2023-05-20,property mgmt fee,3
327,payment,1800.0,2023-06-09,rent,3
790,expense,2008.0,2023-06-20,mortgage,3
791,expense,180.0,2023-06-20,property mgmt fee,3
328,payment,1800.0,2023-07-09,rent,3
792,expense,2008.0,2023-07-20,mortgage,3
793,expense,180.0,2023-07-20,property mgmt fee,3
329,payment,1800.0,2023-08-09,rent,3
794,expense,180.0,2023-08-09,cleaning fee,3
795,expense,180.0,2023-08-16,repairs,3
796,expense,2008.0,2023-08-20,mortgage,3
797,expense,180.0,2023-08-20,property mgmt fee,3
798,expense,180.0,2023-08-21,regular maintenance,3
330,payment,1800.0,2023-09-09,rent,3
799,expense,2008.0,2023-09-20,mortgage,3
800,expense,180.0,2023-09-20,property mgmt fee,3
331,payment,1800.0,2023-10-09,rent,3
801,expense,2008.0,2023-10-20,mortgage,3
802,expense,180.0,2023-10-20,property mgmt fee,3
332,payment,1800.0,2023-11-09,rent,3
803,expense,2008.0,2023-11-20,mortgage,3
804,expense,180.0,2023-11-20,property mgmt fee,3
333,payment,1800.0,2023-12-19,security deposit,3
334,payment,1800.0,2023-12-19,rent,3
805,expense,2008.0,2023-12-20,mortgage,3
806,expense,180.0,2023-12-20,property mgmt fee,3
807,expense,180.0,2024-01-05,home improvements,3
335,payment,1800.0,2024-01-19,rent,3
808,expense,2008.0,2024-01-20,mortgage,3
809,expense,180.0,2024-01-20,property mgmt fee,3
336,payment,1800.0,2024-02-19,rent,3
810,expense,2008.0,2024-02-20,mortgage,3
811,expense,180.0,2024-02-20,property mgmt fee,3
337,payment,1800.0,2024-03-19,rent,3
812,expense,2008.0,2024-03-20,mortgage,3
813,expense,180.0,2024-03-20,property mgmt fee,3
814,expense,180.0,2024-03-25,home improvements,3
815,expense,180.0,2024-04-05,home improvements,3
338,payment,1800.0,2024-04-19,rent,3
816,expense,2008.0,2024-04-20,mortgage,3
817,expense,180.0,2024-04-20,property mgmt fee,3
818,expense,180.0,2024-05-12,regular maintenance,3
819,expense,180.0,2024-05-17,home improvements,3
339,payment,1800.0,2024-05-19,rent,3
820,expense,2008.0,2024-05-20,mortgage,3
821,expense,180.0,2024-05-20,property mgmt fee,3
822,expense,180.0,2024-06-13,home improvements,3
340,payment,1800.0,2024-06-19,rent,3
823,expense,2008.0,2024-06-20,mortgage,3
824,expense,180.0,2024-06-20,property mgmt fee,3
341,payment,1800.0,2024-07-19,rent,3
825,expense,2008.0,2024-07-20,mortgage,3
826,expense,180.0,2024-07-20,property mgmt fee,3
342,payment,1800.0,2024-08-19,rent,3
827,expense,2008.0,2024-08-20,mortgage,3
828,expense,180.0,2024-08-20,property mgmt fee,3
343,payment,1800.0,2024-09-19,rent,3
829,expense,2008.0,2024-09-20,mortgage,3
830,expense,180.0,2024-09-20,property mgmt fee,3
344,payment,1800.0,2024-10-19,rent,3
831,expense,2008.0,2024-10-20,mortgage,3
832,expense,180.0,2024-10-20,property mgmt fee,3
833,expense,180.0,2024-11-03,repairs,3
345,payment,1800.0,2024-11-19,rent,3
834,expense,2008.0,2024-11-20,mortgage,3
835,expense,180.0,2024-11-20,property mgmt fee,3
346,payment,1800.0,2024-12-19,rent,3
836,expense,2008.0,2024-12-20,mortgage,3
837,expense,180.0,2024-12-20,property mgmt fee,3
