ID,Type,Amount,Date,Detail,Unit
66,expense,220.0,2018-08-25,property mgmt fee,1
8,payment,2200.0,2018-09-04,rent,1
67,expense,220.0,2018-09-25,property mgmt fee,1
9,payment,2200.0,2018-10-04,rent,1
68,expense,220.0,2018-10-25,property mgmt fee,1
10,payment,2200.0,2018-11-04,rent,1
69,expense,220.0,2018-11-25,property mgmt fee,1
11,payment,2200.0,2018-12-04,rent,1
70,expense,220.0,2018-12-25,property mgmt fee,1
12,payment,2200.0,2019-01-04,rent,1
71,expense,220.0,2019-01-25,property mgmt fee,1
13,payment,2200.0,2019-02-04,rent,1
72,expense,220.0,2019-02-15,home improvements,1
73,expense,220.0,2019-02-25,property mgmt fee,1
14,payment,2200.0,2019-03-04,rent,1
74,expense,220.0,2019-03-17,repairs,1
75,expense,220.0,2019-03-25,property mgmt fee,1
15,payment,2200.0,2019-04-04,rent,1
76,expense,220.0,2019-04-25,property mgmt fee,1
77,expense,220.0,2019-04-28,regular maintenance,1
78,expense,220.0,2019-05-03,repairs,1
16,payment,2200.0,2019-05-04,rent,1
79,expense,220.0,2019-05-25,property mgmt fee,1
17,payment,2200.0,2019-06-04,rent,1
80,expense,220.0,2019-06-25,property mgmt fee,1
18,payment,2200.0,2019-07-04,rent,1
81,expense,220.0,2019-07-25,property mgmt fee,1
19,payment,2200.0,2019-08-04,rent,1
82,expense,220.0,2019-08-25,property mgmt fee,1
20,payment,2200.0,2019-09-04,rent,1
83,expense,220.0,2019-09-25,property mgmt fee,1
21,payment,2200.0,2019-10-04,rent,1
84,expense,220.0,2019-10-25,property mgmt fee,1
22,payment,2200.0,2019-11-04,rent,1
85,expense,220.0,2019-11-22,cleaning fee,1
87,expense,220.0,2019-11-25,property mgmt fee,1
86,expense,220.0,2019-12-03,regular maintenance,1
23,payment,2200.0,2019-12-04,rent,1
88,expense,220.0,2019-12-25,property mgmt fee,1
24,payment,2200.0,2020-01-04,rent,1
89,expense,220.0,2020-01-12,home improvements,1
90,expense,220.0,2020-01-23,repairs,1
91,expense,220.0,2020-01-25,property mgmt fee,1
25,payment,2200.0,2020-02-04,rent,1
92,expense,220.0,2020-02-04,repairs,1
93,expense,220.0,2020-02-25,property mgmt fee,1
26,payment,2200.0,2020-03-04,rent,1
94,expense,220.0,2020-03-25,property mgmt fee,1
27,payment,2200.0,2020-04-04,rent,1
95,expense,220.0,2020-04-05,regular maintenance,1
96,expense,220.0,2020-04-25,property mgmt fee,1
28,payment,2200.0,2020-05-04,rent,1
97,expense,220.0,2020-05-25,property mgmt fee,1
29,payment,2200.0,2020-06-04,rent,1
98,expense,220.0,2020-06-08,repairs,1
99,expense,220.0,2020-06-23,home improvements,1
100,expense,220.0,2020-06-25,property mgmt fee,1
30,payment,2200.0,2020-07-04,rent,1
101,expense,220.0,2020-07-25,property mgmt fee,1
31,payment,2200.0,2020-08-04,rent,1
102,expense,220.0,2020-08-25,property mgmt fee,1
103,expense,220.0,2020-08-29,repairs,1
32,payment,2200.0,2020-09-04,rent,1
104,expense,220.0,2020-09-25,property mgmt fee,1
33,payment,2200.0,2020-10-04,rent,1
105,expense,220.0,2020-10-25,property mgmt fee,1
34,payment,2200.0,2020-11-04,rent,1
106,expense,220.0,2020-11-25,property mgmt fee,1
35,payment,2200.0,2020-12-04,rent,1
107,expense,220.0,2020-12-25,property mgmt fee,1
36,payment,2200.0,2021-01-04,rent,1
108,expense,220.0,2021-01-25,property mgmt fee,1
37,payment,2200.0,2021-02-04,rent,1
109,expense,220.0,2021-02-22,cleaning fee,1
110,expense,220.0,2021-02-25,property mgmt fee,1
38,payment,2200.0,2021-03-04,rent,1
111,expense,220.0,2021-03-25,property mgmt fee,1
112,expense,220.0,2021-03-27,cleaning fee,1
39,payment,2200.0,2021-04-04,rent,1
113,expense,220.0,2021-04-16,cleaning fee,1
114,expense,220.0,2021-04-25,property mgmt fee,1
40,payment,2200.0,2021-05-04,rent,1
115,expense,220.0,2021-05-16,repairs,1
116,expense,220.0,2021-05-25,property mgmt fee,1
41,payment,2200.0,2021-06-04,rent,1
117,expense,220.0,2021-06-17,regular maintenance,1
119,expense,220.0,2021-06-25,property mgmt fee,1
42,payment,2200.0,2021-07-04,rent,1
118,expense,220.0,2021-07-09,regular maintenance,1
120,expense,220.0,2021-07-25,property mgmt fee,1
43,payment,2200.0,2021-08-04,rent,1
121,expense,220.0,2021-08-25,property mgmt fee,1
44,payment,2200.0,2021-09-04,rent,1
122,expense,220.0,2021-09-10,cleaning fee,1
124,expense,220.0,2021-09-25,property mgmt fee,1
125,expense,220.0,2021-09-30,home improvements,1
123,expense,220.0,2021-10-01,home improvements,1
45,payment,2200.0,2021-10-04,rent,1
126,expense,220.0,2021-10-25,property mgmt fee,1
46,payment,2200.0,2021-11-04,rent,1
127,expense,220.0,2021-11-25,property mgmt fee,1
47,payment,2200.0,2021-12-04,rent,1
128,expense,220.0,2021-12-25,property mgmt fee,1
48,payment,2200.0,2022-01-04,rent,1
129,expense,220.0,2022-01-25,property mgmt fee,1
130,expense,220.0,2022-02-25,property mgmt fee,1
49,payment,2200.0,2022-03-19,security deposit,1
50,payment,2200.0,2022-03-19,rent,1
131,expense,220.0,2022-03-25,property mgmt fee,1
51,payment,2200.0,2022-04-19,rent,1
132,expense,220.0,2022-04-25,property mgmt fee,1
52,payment,2200.0,2022-05-19,rent,1
133,expense,220.0,2022-05-25,property mgmt fee,1
134,expense,220.0,2022-06-18,cleaning fee,1
53,payment,2200.0,2022-06-19,rent,1
135,expense,220.0,2022-06-25,property mgmt fee,1
54,payment,2200.0,2022-07-19,rent,1
136,expense,220.0,2022-07-25,property mgmt fee,1
55,payment,2200.0,2022-08-19,rent,1
137,expense,220.0,2022-08-25,property mgmt fee,1
56,payment,2200.0,2022-09-19,rent,1
138,expense,220.0,2022-09-25,property mgmt fee,1
57,payment,2200.0,2022-10-19,rent,1
139,expense,220.0,2022-10-25,property mgmt fee,1
140,expense,220.0,2022-10-30,repairs,1
58,payment,2200.0,2022-11-19,rent,1
141,expense,220.0,2022-11-25,property mgmt fee,1
59,payment,2200.0,2022-12-19,rent,1
142,expense,220.0,2022-12-25,property mgmt fee,1
60,payment,2200.0,2023-01-19,rent,1
143,expense,220.0,2023-01-25,property mgmt fee,1
144,expense,220.0,2023-02-15,home improvements,1
61,payment,2200.0,2023-02-19,rent,1
145,expense,220.0,2023-02-25,property mgmt fee,1
62,payment,2200.0,2023-03-19,rent,1
146,expense,220.0,2023-03-25,property mgmt fee,1
63,payment,2200.0,2023-04-19,rent,1
147,expense,220.0,2023-04-25,property mgmt fee,1
64,payment,2200.0,2023-05-19,rent,1
148,expense,220.0,2023-05-25,property mgmt fee,1
65,payment,2200.0,2023-06-19,rent,1
149,expense,220.0,2023-06-25,property mgmt fee,1
66,payment,2200.0,2023-07-19,rent,1
150,expense,220.0,2023-07-25,property mgmt fee,1
67,payment,2200.0,2023-08-19,rent,1
151,expense,220.0,2023-08-25,property mgmt fee,1
68,payment,2200.0,2023-09-19,rent,1
152,expense,220.0,2023-09-25,property mgmt fee,1
69,payment,2200.0,2023-10-19,rent,1
153,expense,220.0,2023-10-25,property mgmt fee,1
70,payment,2200.0,2023-11-19,rent,1
154,expense,220.0,2023-11-25,property mgmt fee,1
71,payment,2200.0,2023-12-19,rent,1
155,expense,220.0,2023-12-25,property mgmt fee,1
72,payment,2200.0,2024-01-19,rent,1
156,expense,220.0,2024-01-25,property mgmt fee,1
73,payment,2200.0,2024-02-19,rent,1
157,expense,220.0,2024-02-25,property mgmt fee,1
158,expense,220.0,2024-03-25,property mgmt fee,1
159,expense,220.0,2024-03-28,repairs,1
74,payment,2200.0,2024-04-06,security deposit,1
75,payment,2200.0,2024-04-06,rent,1
160,expense,220.0,2024-04-25,property mgmt fee,1
76,payment,2200.0,2024-05-06,rent,1
161,expense,220.0,2024-05-25,property mgmt fee,1
77,payment,2200.0,2024-06-06,rent,1
162,expense,220.0,2024-06-09,repairs,1
163,expense,220.0,2024-06-22,repairs,1
164,expense,220.0,2024-06-25,property mgmt fee,1
78,payment,2200.0,2024-07-06,rent,1
165,expense,220.0,2024-07-25,property mgmt fee,1
79,payment,2200.0,2024-08-06,rent,1
166,expense,220.0,2024-08-25,property mgmt fee,1
80,payment,2200.0,2024-09-06,rent,1
167,expense,220.0,2024-09-25,property mgmt fee,1
81,payment,2200.0,2024-10-06,rent,1
168,expense,220.0,2024-10-14,cleaning fee,1
169,expense,220.0,2024-10-25,property mgmt fee,1
82,payment,2200.0,2024-11-06,rent,1
170,expense,220.0,2024-11-25,property mgmt fee,1
83,payment,2200.0,2024-12-06,rent,1
171,expense,220.0,2024-12-09,home improvements,1
172,expense,260.0,2014-12-25,property mgmt fee,2
173,expense,260.0,2015-01-25,property mgmt fee,2
174,expense,260.0,2015-02-04,cleaning fee,2
175,expense,260.0,2015-02-22,home improvements,2
176,expense,260.0,2015-02-25,property mgmt fee,2
177,expense,260.0,2015-03-25,property mgmt fee,2
178,expense,260.0,2015-04-25,property mgmt fee,2
179,expense,260.0,2015-05-25,property mgmt fee,2
180,expense,260.0,2015-06-25,property mgmt fee,2
181,expense,260.0,2015-07-25,property mgmt fee,2
182,expense,260.0,2015-08-25,property mgmt fee,2
183,expense,260.0,2015-09-09,cleaning fee,2
184,expense,260.0,2015-09-25,property mgmt fee,2
185,expense,260.0,2015-10-25,property mgmt fee,2
186,expense,260.0,2015-11-07,repairs,2
187,expense,260.0,2015-11-25,property mgmt fee,2
188,expense,260.0,2015-12-04,cleaning fee,2
189,expense,260.0,2015-12-25,property mgmt fee,2
190,expense,260.0,2016-01-25,property mgmt fee,2
191,expense,260.0,2016-02-25,property mgmt fee,2
192,expense,260.0,2016-03-25,property mgmt fee,2
193,expense,260.0,2016-04-02,repairs,2
194,expense,260.0,2016-04-25,property mgmt fee,2
195,expense,260.0,2016-05-25,property mgmt fee,2
196,expense,260.0,2016-06-25,property mgmt fee,2
197,expense,260.0,2016-07-25,property mgmt fee,2
198,expense,260.0,2016-08-25,property mgmt fee,2
199,expense,260.0,2016-09-25,property mgmt fee,2
200,expense,260.0,2016-10-25,property mgmt fee,2
201,expense,260.0,2016-11-13,home improvements,2
202,expense,260.0,2016-11-25,property mgmt fee,2
203,expense,260.0,2016-12-15,cleaning fee,2
204,expense,260.0,2016-12-20,repairs,2
205,expense,260.0,2016-12-25,property mgmt fee,2
206,expense,260.0,2017-01-25,property mgmt fee,2
207,expense,260.0,2017-02-23,repairs,2
209,expense,260.0,2017-02-25,property mgmt fee,2
208,expense,260.0,2017-03-16,cleaning fee,2
210,expense,260.0,2017-03-25,property mgmt fee,2
211,expense,260.0,2017-04-25,property mgmt fee,2
212,expense,260.0,2017-05-25,property mgmt fee,2
213,expense,260.0,2017-06-25,property mgmt fee,2
214,expense,260.0,2017-07-25,property mgmt fee,2
84,payment,2600.0,2017-08-19,security deposit,2
85,payment,2600.0,2017-08-19,rent,2
215,expense,260.0,2017-08-25,property mgmt fee,2
86,payment,2600.0,2017-09-19,rent,2
216,expense,260.0,2017-09-25,property mgmt fee,2
87,payment,2600.0,2017-10-19,rent,2
217,expense,260.0,2017-10-25,property mgmt fee,2
88,payment,2600.0,2017-11-19,rent,2
218,expense,260.0,2017-11-25,property mgmt fee,2
219,expense,260.0,2017-12-05,cleaning fee,2
89,payment,2600.0,2017-12-19,rent,2
220,expense,260.0,2017-12-25,property mgmt fee,2
90,payment,2600.0,2018-01-19,rent,2
221,expense,260.0,2018-01-25,property mgmt fee,2
222,expense,260.0,2018-02-10,regular maintenance,2
91,payment,2600.0,2018-02-19,rent,2
223,expense,260.0,2018-02-25,property mgmt fee,2
92,payment,2600.0,2018-03-19,rent,2
224,expense,260.0,2018-03-25,property mgmt fee,2
93,payment,2600.0,2018-04-19,rent,2
225,expense,260.0,2018-04-25,property mgmt fee,2
226,expense,260.0,2018-05-12,home improvements,2
94,payment,2600.0,2018-05-19,rent,2
227,expense,260.0,2018-05-25,cleaning fee,2
228,expense,260.0,2018-05-25,property mgmt fee,2
95,payment,2600.0,2018-06-19,rent,2
229,expense,260.0,2018-06-25,property mgmt fee,2
96,payment,2600.0,2018-07-19,rent,2
230,expense,260.0,2018-07-25,property mgmt fee,2
97,payment,2600.0,2018-08-19,rent,2
231,expense,260.0,2018-08-25,property mgmt fee,2
98,payment,2600.0,2018-09-19,rent,2
232,expense,260.0,2018-09-25,property mgmt fee,2
233,expense,260.0,2018-10-10,cleaning fee,2
99,payment,2600.0,2018-10-19,rent,2
235,expense,260.0,2018-10-25,property mgmt fee,2
236,expense,260.0,2018-11-02,repairs,2
234,expense,260.0,2018-11-07,regular maintenance,2
100,payment,2600.0,2018-11-19,rent,2
237,expense,260.0,2018-11-25,property mgmt fee,2
101,payment,2600.0,2018-12-19,rent,2
238,expense,260.0,2018-12-22,cleaning fee,2
239,expense,260.0,2018-12-25,property mgmt fee,2
102,payment,2600.0,2019-01-19,rent,2
240,expense,260.0,2019-01-25,property mgmt fee,2
103,payment,2600.0,2019-02-19,rent,2
241,expense,260.0,2019-02-25,property mgmt fee,2
104,payment,2600.0,2019-03-19,rent,2
242,expense,260.0,2019-03-25,property mgmt fee,2
243,expense,260.0,2019-04-11,cleaning fee,2
105,payment,2600.0,2019-04-19,rent,2
244,expense,260.0,2019-04-20,cleaning fee,2
245,expense,260.0,2019-04-25,property mgmt fee,2
106,payment,2600.0,2019-05-19,rent,2
246,expense,260.0,2019-05-25,property mgmt fee,2
107,payment,2600.0,2019-06-19,rent,2
247,expense,260.0,2019-06-25,property mgmt fee,2
248,expense,260.0,2019-07-08,regular maintenance,2
108,payment,2600.0,2019-07-19,rent,2
249,expense,260.0,2019-07-25,cleaning fee,2
250,expense,260.0,2019-07-25,property mgmt fee,2
251,expense,260.0,2019-07-30,cleaning fee,2
109,payment,2600.0,2019-08-19,rent,2
252,expense,260.0,2019-08-25,property mgmt fee,2
110,payment,2600.0,2019-09-19,rent,2
253,expense,260.0,2019-09-25,property mgmt fee,2
111,payment,2600.0,2019-10-19,rent,2
254,expense,260.0,2019-10-25,property mgmt fee,2
112,payment,2600.0,2019-11-19,rent,2
255,expense,260.0,2019-11-25,property mgmt fee,2
113,payment,2600.0,2019-12-19,rent,2
256,expense,260.0,2019-12-25,property mgmt fee,2
114,payment,2600.0,2020-01-19,rent,2
257,expense,260.0,2020-01-25,property mgmt fee,2
258,expense,260.0,2020-01-28,home improvements,2
115,payment,2600.0,2020-02-19,rent,2
259,expense,260.0,2020-02-25,property mgmt fee,2
116,payment,2600.0,2020-03-19,rent,2
260,expense,260.0,2020-03-25,property mgmt fee,2
261,expense,260.0,2020-03-28,repairs,2
262,expense,260.0,2020-04-10,home improvements,2
117,payment,2600.0,2020-04-19,rent,2
263,expense,260.0,2020-04-25,property mgmt fee,2
264,expense,260.0,2020-05-03,regular maintenance,2
118,payment,2600.0,2020-05-19,rent,2
265,expense,260.0,2020-05-25,property mgmt fee,2
119,payment,2600.0,2020-06-19,rent,2
266,expense,260.0,2020-06-25,property mgmt fee,2
267,expense,260.0,2020-06-29,cleaning fee,2
120,payment,2600.0,2020-07-19,rent,2
269,expense,260.0,2020-07-25,property mgmt fee,2
268,expense,260.0,2020-07-28,cleaning fee,2
121,payment,2600.0,2020-08-19,rent,2
270,expense,260.0,2020-08-25,property mgmt fee,2
271,expense,260.0,2020-09-02,regular maintenance,2
122,payment,2600.0,2020-09-19,rent,2
272,expense,260.0,2020-09-25,property mgmt fee,2
123,payment,2600.0,2020-10-19,rent,2
273,expense,260.0,2020-10-25,property mgmt fee,2
274,expense,260.0,2020-11-25,property mgmt fee,2
275,expense,260.0,2020-12-25,property mgmt fee,2
124,payment,2600.0,2020-12-26,security deposit,2
125,payment,2600.0,2020-12-26,rent,2
276,expense,260.0,2021-01-07,cleaning fee,2
277,expense,260.0,2021-01-09,home improvements,2
278,expense,260.0,2021-01-25,property mgmt fee,2
126,payment,2600.0,2021-01-26,rent,2
279,expense,260.0,2021-02-25,property mgmt fee,2
127,payment,2600.0,2021-02-26,rent,2
280,expense,260.0,2021-03-25,property mgmt fee,2
128,payment,2600.0,2021-03-26,rent,2
281,expense,260.0,2021-04-19,home improvements,2
283,expense,260.0,2021-04-25,property mgmt fee,2
129,payment,2600.0,2021-04-26,rent,2
282,expense,260.0,2021-04-26,regular maintenance,2
284,expense,260.0,2021-05-25,property mgmt fee,2
130,payment,2600.0,2021-05-26,rent,2
285,expense,260.0,2021-06-10,home improvements,2
286,expense,260.0,2021-06-25,property mgmt fee,2
131,payment,2600.0,2021-06-26,rent,2
287,expense,260.0,2021-07-13,home improvements,2
289,expense,260.0,2021-07-25,property mgmt fee,2
132,payment,2600.0,2021-07-26,rent,2
288,expense,260.0,2021-08-04,cleaning fee,2
290,expense,260.0,2021-08-25,property mgmt fee,2
133,payment,2600.0,2021-08-26,rent,2
291,expense,260.0,2021-09-25,property mgmt fee,2
134,payment,2600.0,2021-09-26,rent,2
292,expense,260.0,2021-10-25,property mgmt fee,2
135,payment,2600.0,2021-10-26,rent,2
293,expense,260.0,2021-11-25,property mgmt fee,2
136,payment,2600.0,2021-11-26,rent,2
294,expense,260.0,2021-12-25,property mgmt fee,2
137,payment,2600.0,2021-12-26,rent,2
295,expense,260.0,2022-01-25,property mgmt fee,2
138,payment,2600.0,2022-01-26,rent,2
296,expense,260.0,2022-02-25,property mgmt fee,2
139,payment,2600.0,2022-02-26,rent,2
297,expense,260.0,2022-03-09,home improvements,2
298,expense,260.0,2022-03-25,property mgmt fee,2
140,payment,2600.0,2022-03-26,rent,2
299,expense,260.0,2022-04-25,property mgmt fee,2
141,payment,2600.0,2022-04-26,rent,2
300,expense,260.0,2022-05-25,property mgmt fee,2
142,payment,2600.0,2022-05-26,rent,2
301,expense,260.0,2022-06-25,property mgmt fee,2
143,payment,2600.0,2022-06-26,rent,2
302,expense,260.0,2022-07-25,property mgmt fee,2
144,payment,2600.0,2022-07-26,rent,2
303,expense,260.0,2022-07-26,cleaning fee,2
304,expense,260.0,2022-08-19,home improvements,2
305,expense,260.0,2022-08-25,property mgmt fee,2
145,payment,2600.0,2022-08-26,rent,2
306,expense,260.0,2022-09-25,property mgmt fee,2
146,payment,2600.0,2022-09-26,rent,2
307,expense,260.0,2022-10-25,property mgmt fee,2
147,payment,2600.0,2022-10-26,rent,2
308,expense,260.0,2022-11-25,property mgmt fee,2
148,payment,2600.0,2022-11-26,rent,2
309,expense,260.0,2022-12-25,property mgmt fee,2
149,payment,2600.0,2022-12-26,rent,2
310,expense,260.0,2023-01-25,property mgmt fee,2
150,payment,2600.0,2023-01-26,rent,2
311,expense,260.0,2023-01-29,cleaning fee,2
312,expense,260.0,2023-02-25,property mgmt fee,2
151,payment,2600.0,2023-02-26,rent,2
313,expense,260.0,2023-03-25,property mgmt fee,2
152,payment,2600.0,2023-03-26,rent,2
314,expense,260.0,2023-03-27,home improvements,2
315,expense,260.0,2023-04-25,property mgmt fee,2
153,payment,2600.0,2023-05-04,security deposit,2
154,payment,2600.0,2023-05-04,rent,2
316,expense,260.0,2023-05-21,regular maintenance,2
318,expense,260.0,2023-05-25,property mgmt fee,2
317,expense,260.0,2023-05-29,cleaning fee,2
155,payment,2600.0,2023-06-04,rent,2
319,expense,260.0,2023-06-25,property mgmt fee,2
156,payment,2600.0,2023-07-04,rent,2
320,expense,260.0,2023-07-25,property mgmt fee,2
157,payment,2600.0,2023-08-04,rent,2
321,expense,260.0,2023-08-25,property mgmt fee,2
158,payment,2600.0,2023-09-04,rent,2
322,expense,260.0,2023-09-25,property mgmt fee,2
159,payment,2600.0,2023-10-04,rent,2
323,expense,260.0,2023-10-25,property mgmt fee,2
160,payment,2600.0,2023-11-04,rent,2
324,expense,260.0,2023-11-25,property mgmt fee,2
161,payment,2600.0,2023-12-04,rent,2
325,expense,260.0,2023-12-11,repairs,2
326,expense,260.0,2023-12-25,property mgmt fee,2
162,payment,2600.0,2024-01-04,rent,2
327,expense,260.0,2024-01-25,property mgmt fee,2
163,payment,2600.0,2024-02-04,rent,2
328,expense,260.0,2024-02-09,regular maintenance,2
330,expense,260.0,2024-02-25,property mgmt fee,2
329,expense,260.0,2024-03-01,cleaning fee,2
164,payment,2600.0,2024-03-04,rent,2
331,expense,260.0,2024-03-17,repairs,2
332,expense,260.0,2024-03-25,property mgmt fee,2
165,payment,2600.0,2024-04-04,rent,2
333,expense,260.0,2024-04-25,property mgmt fee,2
166,payment,2600.0,2024-05-04,rent,2
334,expense,260.0,2024-05-25,property mgmt fee,2
167,payment,2600.0,2024-06-04,rent,2
335,expense,260.0,2024-06-25,property mgmt fee,2
168,payment,2600.0,2024-07-04,rent,2
336,expense,260.0,2024-07-25,property mgmt fee,2
169,payment,2600.0,2024-08-04,rent,2
337,expense,260.0,2024-08-20,repairs,2
338,expense,260.0,2024-08-25,property mgmt fee,2
339,expense,260.0,2024-08-29,home improvements,2
170,payment,2600.0,2024-09-04,rent,2
340,expense,260.0,2024-09-25,property mgmt fee,2
341,expense,260.0,2024-10-01,home improvements,2
171,payment,2600.0,2024-10-04,rent,2
342,expense,260.0,2024-10-25,property mgmt fee,2
172,payment,2600.0,2024-11-04,rent,2
343,expense,260.0,2024-11-17,regular maintenance,2
344,expense,260.0,2024-11-25,property mgmt fee,2
173,payment,2600.0,2024-12-04,rent,2
345,expense,200.0,2014-12-25,property mgmt fee,3
346,expense,200.0,2014-12-30,home improvements,3
347,expense,200.0,2015-01-25,property mgmt fee,3
348,expense,200.0,2015-02-25,property mgmt fee,3
349,expense,200.0,2015-03-25,property mgmt fee,3
350,expense,200.0,2015-04-25,property mgmt fee,3
351,expense,200.0,2015-05-25,property mgmt fee,3
352,expense,200.0,2015-06-25,property mgmt fee,3
353,expense,200.0,2015-07-25,property mgmt fee,3
354,expense,200.0,2015-07-28,cleaning fee,3
355,expense,200.0,2015-08-25,property mgmt fee,3
356,expense,200.0,2015-09-25,property mgmt fee,3
357,expense,200.0,2015-10-25,property mgmt fee,3
358,expense,200.0,2015-11-25,property mgmt fee,3
359,expense,200.0,2015-12-25,property mgmt fee,3
360,expense,200.0,2016-01-23,home improvements,3
361,expense,200.0,2016-01-25,property mgmt fee,3
362,expense,200.0,2016-02-25,property mgmt fee,3
363,expense,200.0,2016-03-25,property mgmt fee,3
364,expense,200.0,2016-04-25,property mgmt fee,3
365,expense,200.0,2016-05-14,repairs,3
366,expense,200.0,2016-05-25,property mgmt fee,3
367,expense,200.0,2016-06-25,property mgmt fee,3
368,expense,200.0,2016-07-25,property mgmt fee,3
369,expense,200.0,2016-07-29,regular maintenance,3
370,expense,200.0,2016-08-01,cleaning fee,3
371,expense,200.0,2016-08-25,property mgmt fee,3
174,payment,2000.0,2016-09-01,security deposit,3
175,payment,2000.0,2016-09-01,rent,3
372,expense,200.0,2016-09-25,property mgmt fee,3
176,payment,2000.0,2016-10-01,rent,3
373,expense,200.0,2016-10-24,home improvements,3
374,expense,200.0,2016-10-25,property mgmt fee,3
177,payment,2000.0,2016-11-01,rent,3
375,expense,200.0,2016-11-25,property mgmt fee,3
178,payment,2000.0,2016-12-01,rent,3
376,expense,200.0,2016-12-04,home improvements,3
377,expense,200.0,2016-12-25,property mgmt fee,3
179,payment,2000.0,2017-01-01,rent,3
378,expense,200.0,2017-01-25,property mgmt fee,3
180,payment,2000.0,2017-02-01,rent,3
379,expense,200.0,2017-02-02,cleaning fee,3
380,expense,200.0,2017-02-25,property mgmt fee,3
181,payment,2000.0,2017-03-01,rent,3
381,expense,200.0,2017-03-13,cleaning fee,3
382,expense,200.0,2017-03-25,property mgmt fee,3
182,payment,2000.0,2017-04-01,rent,3
383,expense,200.0,2017-04-25,property mgmt fee,3
183,payment,2000.0,2017-05-01,rent,3
384,expense,200.0,2017-05-25,property mgmt fee,3
184,payment,2000.0,2017-06-01,rent,3
385,expense,200.0,2017-06-02,cleaning fee,3
386,expense,200.0,2017-06-12,regular maintenance,3
387,expense,200.0,2017-06-25,property mgmt fee,3
185,payment,2000.0,2017-07-01,rent,3
388,expense,200.0,2017-07-25,property mgmt fee,3
186,payment,2000.0,2017-08-01,rent,3
